"신규진입
키워드",키워드,카테고리,"브랜드
키워드","쇼핑성
키워드",경쟁률,"최근
1개월
검색량","예상
1개월
검색량","예상1개월
검색량
상승률","최근
3개월
검색량","예상
3개월
검색량","예상3개월
검색량
상승률","작년
검색량","작년
최대검색
월","작년최대
검색월
검색량",계절성,"계절성
월","네이버
상품수","네이버
해외
상품수","네이버
평균가","네이버
경쟁강도","네이버
일반배송비율","네이버
해외배송비율","네이버
묶음상품비율","쿠팡
평균가","쿠팡
총리뷰수","쿠팡
최대리뷰수","쿠팡
평균리뷰수","쿠팡
로켓배송비율","쿠팡
판매자로켓
배송비율","쿠팡
일반배송비율","쿠팡
해외배송비율","쿠팡
해외배송
총리뷰수","쿠팡
해외배송
최대리뷰수","쿠팡
해외배송
평균리뷰수"
X,손건조기,디지털/가전>생활가전,X,O,58.52,1770,2716,53.45%,6920,40808,489.71%,22374,12,10441,있음,12,103580,40372,344243,높음,100.00%,0.00%,62.50%,152698,965,518,35,3.70%,25.93%,48.15%,22.22%,53,20,9
X,칫솔건조기,디지털/가전>생활가전,X,O,58.66,1110,1173,5.68%,3645,3628,-0.47%,18191,2,1852,없음,없음,65108,23969,31439,높음,100.00%,0.00%,65.00%,28749,57477,19743,2128,40.74%,48.15%,7.41%,3.70%,0,0,0
O,아파트현관도어락,디지털/가전>생활가전,X,O,59.05,370,329,-11.08%,1191,996,-16.37%,2646,10,386,없음,없음,21848,11381,78562,높음,100.00%,0.00%,0.00%,115028,32027,6871,1186,77.78%,3.70%,3.70%,14.81%,0,0,0
X,스마트폰도어락,디지털/가전>생활가전,X,X,63.01,210,142,-32.38%,992,660,-33.47%,6681,5,724,없음,없음,13232,3454,280618,높음,100.00%,0.00%,22.50%,143835,6989,2576,258,14.81%,11.11%,22.22%,51.85%,0,0,0
O,칫솔소독기,디지털/가전>생활가전,X,O,63.29,1260,1433,13.73%,4937,5500,11.40%,19601,2,2095,없음,없음,79749,26902,32320,높음,100.00%,0.00%,55.00%,46374,66030,19740,2445,29.63%,48.15%,22.22%,0.00%,0,0,0
X,uv살균기,디지털/가전>생활가전,X,O,66.41,2390,2721,13.85%,7699,7569,-1.69%,37772,3,5350,없음,없음,158728,71266,64651,높음,100.00%,0.00%,12.50%,64385,3776,1029,139,18.52%,7.41%,48.15%,25.93%,680,340,97
X,세탁건조기,디지털/가전>생활가전,X,O,68.68,10070,11120,10.43%,28482,29671,4.17%,311459,3,111685,있음,3,691593,186848,1745204,높음,100.00%,0.00%,72.50%,1464759,17523,5834,649,62.96%,3.70%,22.22%,11.11%,141,141,47
X,핸드미싱기,디지털/가전>생활가전,X,O,71.95,1740,1632,-6.21%,8082,8096,0.17%,77653,4,9801,없음,없음,125200,51538,204484,높음,97.50%,2.50%,5.00%,35744,21797,8726,807,18.52%,48.15%,25.93%,7.41%,22,15,11
X,침대독서등,디지털/가전>생활가전,X,O,73.58,1860,2472,32.90%,5640,8291,47.00%,31246,1,4389,없음,없음,136853,79981,22567,높음,100.00%,0.00%,2.50%,23049,36040,16394,1334,48.15%,40.74%,0.00%,11.11%,189,189,63
O,고성능생활무전기,디지털/가전>생활가전,X,O,79.46,280,306,9.29%,1263,1265,0.16%,4362,1,554,없음,없음,22250,6343,124284,높음,97.50%,2.50%,20.00%,100171,503,96,18,0.00%,14.81%,59.26%,25.93%,84,42,12
X,포충기가정용,디지털/가전>생활가전,X,O,79.83,1160,930,-19.83%,5946,1027,-82.73%,14058,7,4475,있음,"6,7,8",92606,34837,44292,높음,100.00%,0.00%,17.50%,28129,36290,12703,1344,40.74%,51.85%,3.70%,3.70%,0,0,0
X,와이드스탠드,디지털/가전>생활가전,O,O,80.90,1500,1378,-8.13%,5654,5306,-6.15%,39653,3,6026,없음,없음,121355,33581,61891,높음,100.00%,0.00%,22.50%,65265,30915,7816,1145,74.07%,11.11%,0.00%,14.81%,0,0,0
X,벌레퇴치기,디지털/가전>생활가전,X,O,83.08,5630,3326,-40.92%,22195,3861,-82.60%,101930,6,29116,있음,"5,6,7",467758,157806,41282,높음,100.00%,0.00%,12.50%,28100,45350,12714,1679,33.33%,59.26%,7.41%,0.00%,0,0,0
O,장거리무전기,디지털/가전>생활가전,X,O,84.15,380,398,4.74%,1237,1016,-17.87%,5453,1,714,없음,없음,31978,16826,163271,높음,100.00%,0.00%,5.00%,63216,813,226,30,3.70%,7.41%,40.74%,48.15%,125,51,10
X,미니미싱기,디지털/가전>생활가전,X,O,87.22,960,1114,16.04%,3088,3054,-1.10%,18130,5,1820,없음,없음,83732,35776,98842,높음,95.00%,5.00%,22.50%,32931,22922,8727,848,18.52%,37.04%,22.22%,22.22%,289,129,48
O,전동칫솔추천,디지털/가전>생활가전,X,O,90.31,2660,2705,1.69%,8962,7897,-11.88%,42112,1,4272,없음,없음,240227,104399,88924,높음,97.50%,2.50%,57.50%,44647,53161,8193,1968,62.96%,14.81%,3.70%,18.52%,23,23,5
X,탈수기,디지털/가전>생활가전,X,O,90.52,4270,5011,17.35%,19052,31343,64.51%,84019,12,16446,있음,"7,12",386516,154117,95557,높음,100.00%,0.00%,37.50%,89505,11052,3357,409,29.63%,37.04%,25.93%,7.41%,12,6,6
O,지문인식유리문도어락,디지털/가전>생활가전,X,O,90.85,20,,,,,,950,11,673,있음,11,1817,859,105987,높음,95.00%,5.00%,7.50%,108842,698,228,25,55.56%,7.41%,22.22%,14.81%,0,0,0
X,재봉틀,디지털/가전>생활가전,X,O,95.14,9590,10413,8.58%,31837,31360,-1.50%,153338,5,14518,없음,없음,912377,394284,409440,높음,100.00%,0.00%,52.50%,173362,24421,8721,904,55.56%,18.52%,11.11%,14.81%,782,782,196
O,캠핑모기퇴치기,디지털/가전>생활가전,X,O,95.65,890,159,-82.13%,5127,133,-97.41%,54693,6,15717,있음,"5,6,7",85126,31589,28729,높음,100.00%,0.00%,7.50%,26592,33827,12711,939,27.78%,52.78%,8.33%,11.11%,193,185,48
X,모기포충기,디지털/가전>생활가전,X,O,97.13,3060,3742,22.29%,9217,3598,-60.96%,55382,6,16679,있음,"5,6,7",297206,103177,46035,높음,100.00%,0.00%,17.50%,39692,49547,12719,1835,33.33%,48.15%,14.81%,3.70%,0,0,0
X,휴대용세탁기,디지털/가전>생활가전,X,O,97.66,2010,2923,45.42%,6594,4770,-27.66%,18804,7,3810,있음,"7,8",196304,118303,55103,높음,40.00%,60.00%,0.00%,44412,1878,475,69,3.70%,18.52%,14.81%,62.96%,281,212,17
X,미싱,디지털/가전>생활가전,X,O,108.38,8420,5808,-31.02%,28125,50229,78.59%,189015,11,44802,있음,11,912519,394491,409440,높음,100.00%,0.00%,52.50%,147972,24960,8722,924,51.85%,22.22%,11.11%,14.81%,911,783,228
X,방화문도어락,디지털/가전>생활가전,X,O,110.99,570,994,74.39%,2055,4521,120.00%,12443,11,3046,있음,11,63263,15173,91832,높음,100.00%,0.00%,0.00%,58000,39060,6964,1085,77.78%,8.33%,13.89%,0.00%,0,0,0
O,충전식전동칫솔,디지털/가전>생활가전,X,O,115.36,280,0,,308,0,,130,3,55,있음,"1,3",32301,16217,84182,높음,97.50%,2.50%,60.00%,35836,42647,8247,1579,37.04%,25.93%,37.04%,0.00%,0,0,0
X,세탁기필터,디지털/가전>생활가전,X,O,126.37,1730,1611,-6.88%,5625,3718,-33.90%,24089,8,3051,없음,없음,218626,34973,10893,높음,100.00%,0.00%,7.50%,16977,23114,4262,856,33.33%,14.81%,37.04%,14.81%,0,0,0
X,스탠드조명,디지털/가전>생활가전,X,O,131.71,13600,15559,14.40%,40765,48138,18.09%,302335,1,31697,없음,없음,1791253,773524,49794,높음,100.00%,0.00%,25.00%,26275,54006,16393,2000,48.15%,25.93%,14.81%,11.11%,203,188,68
X,휴대용건조기,디지털/가전>생활가전,X,O,146.57,1290,1447,12.17%,7458,24051,222.49%,16420,11,6526,있음,11,189073,104768,70742,높음,40.00%,60.00%,2.50%,59088,1428,329,52,14.81%,29.63%,7.41%,48.15%,415,329,32
X,드럼세탁기건조기,디지털/가전>생활가전,X,O,149.77,1370,1376,0.44%,3947,3552,-10.01%,22167,7,2146,없음,없음,205185,77171,2029388,높음,100.00%,0.00%,60.00%,1496370,11050,2033,409,70.37%,0.00%,29.63%,0.00%,0,0,0
X,책상스탠드조명,디지털/가전>생활가전,X,O,150.40,1940,2018,4.02%,6200,7375,18.95%,31210,1,4134,없음,없음,291767,132844,45184,높음,100.00%,0.00%,20.00%,26360,63428,16393,2349,55.56%,22.22%,11.11%,11.11%,189,189,63
X,보풀제거기추천,디지털/가전>생활가전,X,O,152.22,960,3351,249.06%,2719,26128,860.94%,57176,1,12054,있음,"1,2,3,11,12",146130,41418,32601,높음,100.00%,0.00%,47.50%,25182,78739,34264,2916,48.15%,25.93%,18.52%,7.41%,0,0,0
X,무선스탠드,디지털/가전>생활가전,X,O,163.98,2870,3753,30.77%,9044,9715,7.42%,70638,4,8947,없음,없음,470626,177720,40564,높음,97.50%,2.50%,30.00%,25089,37487,16395,1388,29.63%,59.26%,7.41%,3.70%,189,189,189
X,디지털생활무전기,디지털/가전>생활가전,X,O,173.84,2290,2921,27.55%,7202,8212,14.02%,6029,1,760,없음,없음,398105,135836,129798,높음,95.00%,5.00%,17.50%,104824,360,80,13,0.00%,33.33%,48.15%,18.52%,51,51,10
X,접이식책상스탠드,디지털/가전>생활가전,X,X,176.33,890,0,,1745,0,,9,2,9,있음,2,156933,69814,24408,높음,85.00%,15.00%,7.50%,40945,23720,16391,878,70.37%,14.81%,11.11%,3.70%,0,0,0
X,아파트도어락추천,디지털/가전>생활가전,,X,187.51,220,59,-73.18%,686,392,-42.86%,167,9,37,있음,"8,9",41253,15212,88851,높음,100.00%,0.00%,5.00%,108320,36887,7188,1366,37.04%,0.00%,48.15%,14.81%,0,0,0
X,전기모기퇴치기,디지털/가전>생활가전,X,O,201.63,1490,1638,9.93%,5397,1413,-73.82%,55814,6,17468,있음,"5,6,7",300436,101346,44744,높음,100.00%,0.00%,17.50%,26219,69212,15173,2563,22.22%,55.56%,11.11%,11.11%,0,0,0
X,해충퇴치기,디지털/가전>생활가전,X,O,209.58,2460,2059,-16.30%,11072,3384,-69.44%,43943,6,12744,있음,"5,6,7",515575,172614,44951,높음,100.00%,0.00%,15.00%,35851,42440,12723,1571,22.22%,59.26%,7.41%,11.11%,1,1,0
X,미싱기,디지털/가전>생활가전,X,O,222.13,4090,4899,19.78%,13554,14161,4.48%,70817,1,7055,없음,없음,908519,391361,410191,높음,100.00%,0.00%,52.50%,148970,24559,8722,909,44.44%,25.93%,11.11%,18.52%,1039,783,208
O,led무선스탠드,디지털/가전>생활가전,O,O,223.61,550,0,,739,251,-66.04%,1050,8,230,있음,"3,8,9",122987,26092,40016,높음,97.50%,2.50%,32.50%,17923,46128,16393,1281,50.00%,41.67%,5.56%,2.78%,188,188,188
X,미니세탁기추천,디지털/가전>생활가전,X,O,230.33,1490,1398,-6.17%,5047,3307,-34.48%,37555,2,4375,없음,없음,343199,188019,225359,높음,90.00%,10.00%,22.50%,105695,255,90,7,5.56%,11.11%,19.44%,63.89%,48,33,2
X,다리미추천,디지털/가전>생활가전,X,O,246.76,3980,2474,-37.84%,11702,4814,-58.86%,50213,5,7360,없음,없음,982117,448941,77585,높음,100.00%,0.00%,52.50%,39699,93103,43270,3210,65.52%,6.90%,10.34%,17.24%,0,0,0
X,도어락추천,디지털/가전>생활가전,X,O,252.09,3920,3503,-10.64%,13305,9733,-26.85%,42280,7,4602,없음,없음,988187,201007,132238,높음,100.00%,0.00%,10.00%,115589,32567,6880,1206,85.19%,0.00%,7.41%,7.41%,0,0,0
X,손잡이도어락,디지털/가전>생활가전,X,O,254.14,680,770,13.24%,2209,2612,18.24%,7833,12,898,없음,없음,172814,27549,117431,높음,100.00%,0.00%,2.50%,68854,24466,6877,906,66.67%,7.41%,14.81%,11.11%,0,0,0
X,책상스탠드,디지털/가전>생활가전,X,O,270.14,6190,7250,17.12%,20312,24470,20.47%,124871,3,18581,없음,없음,1672189,577343,60936,높음,100.00%,0.00%,27.50%,47899,53097,16387,1966,48.15%,37.04%,3.70%,11.11%,0,0,0
X,스텐드조명,디지털/가전>생활가전,X,O,274.92,6390,7679,20.17%,18005,22351,24.14%,2631,1,295,없음,없음,1756715,751907,44763,높음,100.00%,0.00%,30.00%,23994,51698,16394,1914,55.56%,29.63%,7.41%,7.41%,189,189,95
X,led스탠드,디지털/가전>생활가전,X,O,308.44,4010,4270,6.48%,13682,14455,5.65%,111343,2,18336,없음,없음,1236861,375755,56305,높음,97.50%,2.50%,47.50%,30752,57247,16393,2120,62.96%,25.93%,7.41%,3.70%,15,15,15
O,방문손잡이도어락,디지털/가전>생활가전,X,O,389.02,200,177,-11.50%,567,706,24.51%,840,12,172,있음,"6,7,8,9,12",77804,10388,95265,높음,90.00%,10.00%,7.50%,42132,22408,19618,829,37.04%,7.41%,44.44%,11.11%,0,0,0
X,도어록,디지털/가전>생활가전,X,O,548.52,1820,1720,-5.49%,5950,5060,-14.96%,35225,7,3432,없음,없음,998304,203307,140061,높음,100.00%,0.00%,15.00%,72540,57087,19645,2114,81.48%,3.70%,11.11%,3.70%,0,0,0
X,건조기세탁기,디지털/가전>생활가전,X,O,553.02,2370,2527,6.62%,6717,6237,-7.15%,35720,3,4401,없음,없음,1310668,442446,2019916,높음,100.00%,0.00%,77.50%,1395424,14762,5836,546,62.96%,0.00%,18.52%,18.52%,0,0,0
O,led스탠드실버,디지털/가전>생활가전,,X,675.36,50,0,,247,0,,0,,0,없음,없음,33768,8904,55207,높음,97.50%,2.50%,27.50%,38720,3818,2614,146,11.54%,3.85%,84.62%,0.00%,0,0,0
X,스탠드,디지털/가전>생활가전,X,O,815.32,23480,25199,7.32%,46873,44306,-5.48%,418820,1,45170,없음,없음,19143776,7037472,53038,높음,95.00%,5.00%,97.50%,25995,64222,16395,2378,55.56%,40.74%,3.70%,0.00%,0,0,0
O,스텐탈수기,디지털/가전>생활가전,X,O,903.12,100,84,-16.00%,4223,11502,172.37%,1488,12,521,있음,12,90312,39335,116174,높음,100.00%,0.00%,30.00%,64149,3592,1178,99,33.33%,13.89%,25.00%,27.78%,3,3,0
X,책상스텐드,디지털/가전>생활가전,O,O,1403.20,1180,1239,5.00%,3592,3950,9.97%,23282,2,2994,없음,없음,1655774,567078,60936,높음,100.00%,0.00%,27.50%,24842,60079,16396,2225,59.26%,33.33%,7.41%,0.00%,0,0,0
O,usb스탠드,디지털/가전>생활가전,O,O,2431.65,180,142,-21.11%,302,356,17.88%,3006,1,516,있음,"1,2,3",437697,145672,46505,높음,100.00%,0.00%,30.00%,18171,3511,2610,97,13.89%,8.33%,27.78%,50.00%,188,188,10
